x,y,rainfall_fr,earthquake_fr,slope_fr,elevation_fr,distance_drainage_fr,tri_fr,geomorphology_fr,geology_fr,soil_fr,gravity_anomaly_fr,distance_faults_fr,sti_fr,twi_fr,spi_fr,distance_roads_fr,lulc_fr,ndvi_fr
491535.0,2698785.0,0.0,1.0399551336347244,0.8052262877203168,1.0118405566155853,0.6537459580982762,1.0002565808949655,0.8093391753830542,1.0000394453204269,0.8359572766454578,0.0,0.9838591860296272,0.7500965606764758,1.3529120537456203,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
495135.0,2698785.0,0.0,1.0399551336347244,1.41919570500929,1.0118405566155853,0.1811219408570024,1.0002565808949655,1.186338422444426,1.0000394453204269,1.044665284822479,0.0,0.9838591860296272,0.7500965606764758,0.7503490707331599,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
497535.0,2698785.0,0.0,1.0399551336347244,0.9292850742314346,1.0118405566155853,0.0,1.0002565808949655,1.186338422444426,1.0000394453204269,1.044665284822479,0.0,0.9838591860296272,1.7444769311303143,1.3529120537456203,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
498735.0,2698785.0,0.0,1.0399551336347244,0.8052262877203168,1.0118405566155853,0.1811219408570024,1.0002565808949655,1.186338422444426,1.0000394453204269,1.044665284822479,0.0,0.9838591860296272,1.198102807372512,1.3529120537456203,0.0,1.00033995882866,0.2823101738713379,0.469066379600821
499935.0,2698785.0,0.0,1.0399551336347244,1.41919570500929,1.0118405566155853,0.1811219408570024,1.0002565808949655,0.8093391753830542,1.0000394453204269,1.044665284822479,0.0,0.9838591860296272,0.7500965606764758,0.7503490707331599,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
489135.0,2697585.0,0.0,1.0399551336347244,0.8052262877203168,1.0118405566155853,0.7386828595768657,1.0002565808949655,1.186338422444426,1.0000394453204269,0.8359572766454578,0.0,0.9838591860296272,1.198102807372512,1.3529120537456203,3.643673812226212,1.00033995882866,0.2823101738713379,0.469066379600821
490335.0,2697585.0,0.0,1.0399551336347244,0.9292850742314346,1.0118405566155853,3.1494459396812817,1.0002565808949655,1.186338422444426,1.0000394453204269,0.8359572766454578,0.0,0.9838591860296272,0.7500965606764758,1.3529120537456203,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
491535.0,2697585.0,0.0,1.0399551336347244,0.9292850742314346,1.0118405566155853,0.7386828595768657,1.0002565808949655,1.186338422444426,1.0000394453204269,0.8359572766454578,0.0,0.9838591860296272,0.7500965606764758,0.7503490707331599,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
492735.0,2697585.0,0.0,1.0399551336347244,1.41919570500929,1.0118405566155853,0.6537459580982762,1.0002565808949655,0.8093391753830542,1.0000394453204269,0.8359572766454578,0.0,0.9838591860296272,0.7500965606764758,0.7503490707331599,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
493935.0,2697585.0,0.0,1.0399551336347244,0.9292850742314346,1.0118405566155853,0.6537459580982762,1.0002565808949655,0.8093391753830542,1.0000394453204269,0.8359572766454578,0.0,0.9838591860296272,1.198102807372512,1.3529120537456203,0.8493735326902911,1.00033995882866,0.2823101738713379,0.469066379600821
